customer_id,age,email,salary,country,phone,signup_date
C04423,78.0,user4423@example.com,66839.0,Australia,241 653 1777,2023-12-09 00:00:00
C02089,75.0,user2089@example.com,35594.0,UK,247.929.2370,2023-11-22 00:00:00
C01264,70.0,user2847@example.com,37465.0,USA,5639613442,2023-08-10 00:00:00
C03435,-5.0,user3435@example.com,125864.0,Canada,,2023-07-27 00:00:00
C02146,34.0,user2146@example.com,58931.0,Australia,-5402,2023-12-06 00:00:00
C02868,28.0,user2868@example.com,152013.0,Australia,4979553207,2023-10-27 00:00:00
C04695,76.0,,175778.0,USA,-7848,2023-06-12 00:00:00
C01175,62.0,user1175@example.com,146545.0,USA,4559184883,2023-08-11 00:00:00
C01481,27.0,user1481@example.com,0.0,UK,612 299 6152,2023-04-04 00:00:00
C01540,53.0,user1540@example.com,174098.0,,674-901-4253,2023-04-29 00:00:00
C04574,19.0,user4574@example.com,66021.0,Australia,500 301 6016,2023-05-10 00:00:00
C01833,51.0,user1833@example.com,152035.0,Brazil,(428) 210-8364,2023-01-14 00:00:00
C01703,25.0,user1703@example.com,69531.0,Canada,797-151-5078,2023-10-25 00:00:00
C03549,38.0,user3549@example.com,180823.0,UK,,2023-08-30 00:00:00
C00100,51.0,user100@example.com,82389.0,Australia,545 658 4460,2023-01-30 00:00:00
C01075,32.0,user1075@example.com,65503.0,UK,(666) 844-3878,2023-04-16 00:00:00
C01336,37.0,user1336@example.com,38597.0,USA,100-153-6269,2023-11-31
C04933,47.0,user4933@example.com,86747.0,UK,498-416-6006,2023-10-25 00:00:00
C03048,22.0,user3048@example.com,161567.0,Australia,-4713,2023-00-15
C00352,40.0,user352@example.com,,UK,(955) 701-2410,2023-08-27 00:00:00
C02751,-999.0,multiple@issues@invalid,-1.0,InvalidCountry,,invalid-date
C02318,46.0,user2318@example.com,107242.0,UK,-4283,2023-06-24 00:00:00
C00897,66.0,user897@example.com,80940.0,Canada,,2023-00-15
C04645,37.0,user4645@example.com,188571.0,Canada,385-163-1764,2023-10-11 00:00:00
C00719,43.0,user719@example.com,187221.0,Canada,(408) 186-1605,2023-12-25 00:00:00
C04321,58.0,user4321@example.com,183832.0,Canada,955 869 7623,2023-04-22 00:00:00
C02742,43.0,user2742@example.com,,,486 384 4104,2023-09-14 00:00:00
C02529,500.0,,67344.0,Canada,728.784.2579,2023-10-19 00:00:00
C00309,34.0,user309@example.com,185604.0,Australia,455 530 8272,2023-11-23 00:00:00
C01537,-1.0,user1537@example.com,163059.0,Australia,586 648 3632,2023-02-29
C00834,78.0,user834@example.com,,Canada,274 665 4174,2023-01-05 00:00:00
C00050,18.0,user367@example.com,163943.0,Canada,168 713 6927,2023-13-01
C04232,74.0,user4232@example.com,0.0,USA,1257563260,2023-08-05 00:00:00
C02096,56.0,user name@domain.com,135573.0,Australia,(137) 429-7660,2023-04-17 00:00:00
C00932,71.0,user name@domain.com,163653.0,UK,624 736 6511,2023-09-28 00:00:00
C03788,66.0,user3788@example.com,150871.0,Mexico,858 909 9186,2023-12-11 00:00:00
C03079,35.0,user3079@example.com,156082.0,Canada,599-877-2422,2023-10-04 00:00:00
C01296,26.0,user1296@example.com,144091.0,UK,,2023-08-04 00:00:00
C00020,250.0,user@domain..com,86071.0,USA,-5178,2023-03-25 00:00:00
C03205,78.0,user3205@example.com,128322.0,USA,802-676-4998,2023-06-07 00:00:00
C01341,300.0,user2965@example.com,93656.0,Canada,(204) 635-3676,2023-08-17 00:00:00
C00916,,user916@example.com,125430.0,Canada,353.154.5588,2023-02-29
C00131,62.0,user219@example.com,53989.0,USA,707-277-6496,2023-06-19 00:00:00
C03653,56.0,user3653@example.com,,Australia,-10769,not-a-date
C00439,150.0,user439@example.com,131754.0,Canada,623 385 3414,2023-03-27 00:00:00
C03916,23.0,user3916@example.com,176245.0,UK,,2023-03-08 00:00:00
C01200,37.0,user3872@example.com,87692.0,Canada,,2023-12-12 00:00:00
C03310,0.0,user3310@example.com,127554.0,Canada,(393) 349-3701,2023-09-13 00:00:00
C03455,27.0,user3455@example.com,101101.0,Canada,217-515-4132,2023-10-14 00:00:00
C01056,51.0,user1056@example.com,,USA,780-354-4644,2023-08-17 00:00:00
C04666,69.0,user4666@example.com,,USA,8793998005,2023-08-20 00:00:00
C01021,22.0,user@domain.,177839.0,USA,940.296.2035,2023-05-02 00:00:00
C03967,51.0,user3967@example.com,191564.0,USA,(602) 824-6355,2023-06-29 00:00:00
C00803,69.0,user803@example.com,99463.0,UK,161-593-5477,2023-10-31 00:00:00
C03018,32.0,user3018@example.com,-5000.0,Spain,(223) 751-1497,2023-11-10 00:00:00
C02246,68.0,user2246@example.com,161764.0,USA,769 284 7974,2023-03-13 00:00:00
C01128,33.0,user3748@example.com,71269.0,UK,400-744-2198,2023-02-24 00:00:00
C04314,73.0,user4314@example.com,145631.0,USA,-5818,2023-12-27 00:00:00
C00583,69.0,user583@example.com,,Australia,245 366 2914,2023-03-06 00:00:00
C00007,,user204@example.com,168731.0,USA,906.838.1701,2023-06-10 00:00:00
C04067,54.0,user4067@example.com,91715.0,UK,6821113146,2023-09-14 00:00:00
C03211,,user3438@example.com,195837.0,Australia,196-702-1065,2023-07-07 00:00:00
C02267,30.0,user2267@example.com,187195.0,Australia,224-988-9021,2023-12-31 00:00:00
C00163,0.0,user2198@example.com,75436.0,Australia,954-699-7318,2023-06-03 00:00:00
C03429,65.0,.user@domain.com,148884.0,USA,216.197.5328,2023-08-13 00:00:00
C03847,38.0,@domain.com,126058.0,USA,1536121369,2023-06-01 00:00:00
C01282,38.0,user1282@example.com,146841.0,USA,272 790 9577,2023-02-19 00:00:00
C00953,43.0,user953@example.com,57197.0,Australia,910.187.6129,2023-07-18 00:00:00
C01819,55.0,,199796.0,,2691911008,2023-06-26 00:00:00
C02407,32.0,user2407@example.com,,USA,,2023-06-23 00:00:00
C03372,69.0,invalid-email,,,(141) 327-8360,2023-10-05 00:00:00
C00518,0.0,user518@example.com,100305.0,USA,952.698.7388,2023-09-25 00:00:00
C02827,-100.0,@domain.com,128802.0,Australia,5060469890,2023-12-06 00:00:00
C01601,34.0,user1601@example.com,158652.0,Australia,(195) 179-9097,2023-07-13 00:00:00
C02441,70.0,user2441@example.com,111533.0,Canada,7841626357,2023-06-10 00:00:00
C00669,75.0,user669@example.com,151759.0,UK,,2023-11-21 00:00:00
C03624,46.0,user3624@example.com,81012.0,UK,415 521 5584,2023-11-30 00:00:00
C03013,300.0,user3013@example.com,57160.0,UK,154-476-4527,2023-11-15 00:00:00
C04927,40.0,user4927@example.com,191100.0,Australia,(970) 255-2546,2023-10-11 00:00:00
C02925,60.0,user2925@example.com,35269.0,USA,557-478-7832,2023-04-19 00:00:00
C03661,75.0,user3661@example.com,69422.0,Australia,-4116,2023-01-01 00:00:00
C02908,-100.0,user2908@example.com,193088.0,UK,116-500-8737,2023-01-18 00:00:00
C02374,76.0,user2374@example.com,56026.0,UK,7514683531,2023-01-02 00:00:00
C04632,41.0,user4632@example.com,123831.0,USA,(314) 471-5577,2023-09-09 00:00:00
C04955,250.0,user4955@example.com,171932.0,Australia,3999214187,2023-07-04 00:00:00
C03414,200.0,user3414@example.com,118741.0,UK,(963) 198-9528,2023-02-09 00:00:00
C01174,200.0,user1174@example.com,49404.0,Mexico,7760158051,2023-02-15 00:00:00
C00760,49.0,user760@example.com,156649.0,Canada,900.486.8786,2023-02-09 00:00:00
C01048,49.0,user1048@example.com,33748.0,Mexico,(255) 484-4348,2023-04-15 00:00:00
C01375,55.0,user1375@example.com,134433.0,USA,822-662-5326,2023-01-10 00:00:00
C02689,62.0,user2689@example.com,104694.0,Australia,272-101-9669,2023-09-14 00:00:00
C02581,54.0,user2581@example.com,119385.0,USA,(554) 245-5513,2023-08-09 00:00:00
C03725,180.0,user3725@example.com,,UK,7159619661,2023-04-27 00:00:00
C04106,47.0,user4106@example.com,85809.0,Canada,(208) 191-7729,2023-06-25 00:00:00
C00215,39.0,user215@example.com,194912.0,Australia,923-307-7983,2023-12-28 00:00:00
C03353,77.0,user3353@example.com,30654.0,Canada,307.838.3957,2023-06-06 00:00:00
C03340,40.0,user3340@example.com,67860.0,Canada,7363409651,2023-02-09 00:00:00
C00694,50.0,user694@example.com,,Australia,4738737735,2023-12-20 00:00:00
C03690,39.0,user3690@example.com,,UK,867.141.2897,2023-05-04 00:00:00
C01438,64.0,user1438@example.com,88817.0,USA,1374736832,2023-04-20 00:00:00
C02136,150.0,.user@domain.com,,UK,,2023-09-14 00:00:00
C02996,,user2996@example.com,90942.0,Canada,1882973081,2023-02-03 00:00:00
C01787,31.0,,185888.0,UK,4079282743,2023-11-15 00:00:00
C01269,200.0,user1269@example.com,55566.0,USA,-6515,2023-08-14 00:00:00
C02556,40.0,user2556@example.com,88755.0,Australia,(994) 455-6030,2023-08-07 00:00:00
C01002,38.0,user1002@example.com,148333.0,UK,(506) 138-1175,2023-01-10 00:00:00
C00197,69.0,user197@example.com,187495.0,UK,186 747 8175,2023-09-11 00:00:00
C03743,46.0,user3743@example.com,46535.0,Australia,156-219-7343,2023-06-29 00:00:00
C04676,22.0,user4676@example.com,31541.0,UK,-4493,2023-02-04 00:00:00
C01721,63.0,user1721@example.com,88819.0,UK,994 353 8742,2023-09-28 00:00:00
C00880,67.0,user880@example.com,149639.0,Canada,697.654.3385,2023-02-12 00:00:00
C04583,62.0,user@@domain.com,,UK,789.254.2661,2023-04-12 00:00:00
,46.0,user2168@example.com,120909.0,Mexico,(184) 529-2956,2023-10-07 00:00:00
C04594,74.0,user4594@example.com,147243.0,Brazil,2034595927,2023-09-07 00:00:00
,52.0,user3246@example.com,199801.0,Australia,636.517.3734,2023-10-22 00:00:00
C00573,300.0,user888@example.com,191081.0,Canada,8268862104,2023-06-08 00:00:00
,50.0,user1737@example.com,86635.0,France,311.862.2462,2023-11-21 00:00:00
C00069,26.0,user69@example.com,141022.0,Canada,572 966 3798,2023-05-18 00:00:00
C02500,56.0,user2500@example.com,30901.0,Australia,-2044,2023-03-11 00:00:00
,38.0,user4389@example.com,190576.0,Canada,725-282-8599,2023-09-27 00:00:00
C00569,61.0,user569@example.com,171880.0,UK,-7970,2023-11-30 00:00:00
C01655,33.0,user@.com,92780.0,UK,871.454.7559,2023-04-26 00:00:00
C00097,35.0,user97@example.com,111423.0,Australia,981-388-1510,2023-02-19 00:00:00
C01624,66.0,user1624@example.com,178441.0,Canada,737.210.7275,2023-05-27 00:00:00
C04865,,user4865@example.com,81507.0,Canada,(424) 713-1657,2023-12-15 00:00:00
C00140,41.0,user140@example.com,,USA,3738362362,2023-08-05 00:00:00
,61.0,user2415@example.com,124242.0,USA,2308423044,2023-01-10 00:00:00
C02621,70.0,user2621@example.com,49773.0,Australia,(314) 671-9966,2023-10-29 00:00:00
C01618,60.0,user1618@example.com,,UK,,2023-02-19 00:00:00
C04392,37.0,user4392@example.com,70297.0,Mexico,4780052031,2023-13-01
C00881,30.0,missingatsign.com,41332.0,Canada,442-272-4033,2023-10-28 00:00:00
C04680,76.0,user4680@example.com,,Canada,462-760-4641,2023-05-28 00:00:00
C01845,79.0,user1845@example.com,184934.0,Australia,-10736,2023-10-03 00:00:00
C01722,60.0,user1722@example.com,73856.0,USA,146-938-1284,2023-06-21 00:00:00
C03261,52.0,user name@domain.com,-1000.0,UK,483.154.6743,2023-11-11 00:00:00
C00464,46.0,user464@example.com,0.0,Canada,,2023-05-02 00:00:00
C02348,56.0,user2348@example.com,87174.0,Australia,3307863942,2023-12-17 00:00:00
C03419,28.0,user3419@example.com,,Australia,649.941.7973,2023-12-01 00:00:00
C03406,67.0,user3406@example.com,,Canada,-3442,2023-08-03 00:00:00
C00595,75.0,,55991.0,Canada,604 215 3425,2023-02-23 00:00:00
C01341,64.0,user name@domain.com,93293.0,UK,4702151315,2023-01-10 00:00:00
C00626,46.0,user626@example.com,91842.0,Australia,407 252 3093,2023-03-03 00:00:00
C00178,50.0,user451@example.com,164345.0,Australia,221 492 8374,2023-02-13 00:00:00
C03269,35.0,user@,70115.0,Australia,7533036232,2023-02-11 00:00:00
C03312,35.0,user3312@example.com,76330.0,USA,-3814,2023-05-20 00:00:00
C02406,25.0,user2406@example.com,153246.0,USA,357-872-7671,2023-08-02 00:00:00
C01331,23.0,user1331@example.com,0.0,Australia,(444) 536-8851,2023-01-28 00:00:00
C01925,66.0,user1925@example.com,139863.0,USA,6230593697,2023-01-17 00:00:00
C01505,68.0,,36511.0,Australia,682-599-1648,2023-02-03 00:00:00
C01942,,user1942@example.com,94892.0,Australia,2215838266,2023-03-21 00:00:00
C04159,28.0,user4159@example.com,153199.0,Brazil,407-175-4513,2023-12-18 00:00:00
C03649,36.0,user3649@example.com,168266.0,UK,-11412,2023-03-08 00:00:00
C03949,29.0,user3949@example.com,116373.0,Canada,(690) 680-4507,2023-12-05 00:00:00
C00151,56.0,user151@example.com,193317.0,Australia,725 767 5466,2023-01-09 00:00:00
C03169,33.0,,79294.0,Australia,152.537.9020,2023-11-15 00:00:00
C03973,,user3973@example.com,100309.0,Australia,371-879-9010,2023-01-27 00:00:00
C02705,18.0,user2705@example.com,194211.0,UK,3381395514,2023-01-04 00:00:00
C01483,71.0,user1483@example.com,74041.0,USA,3897756110,2023-04-24 00:00:00
C00089,19.0,user89@example.com,35355.0,USA,-9222,2023-08-26 00:00:00
C00458,52.0,user458@example.com,42297.0,UK,7312821876,2023-12-15 00:00:00
C02419,75.0,user2419@example.com,110428.0,Australia,427.884.9690,2023-07-01 00:00:00
C02946,28.0,no-dot@com,55279.0,USA,817 938 1178,2023-02-02 00:00:00
C03292,30.0,user3292@example.com,53548.0,Australia,-10561,2023-02-04 00:00:00
C03249,59.0,user3249@example.com,-1000.0,UK,218.718.7756,2023-06-09 00:00:00
C02019,50.0,user2019@example.com,64782.0,Canada,543-202-9540,2023-04-17 00:00:00
C01673,18.0,user1673@example.com,144527.0,UK,429.891.8908,2023-01-14 00:00:00
C03671,52.0,user3671@example.com,110280.0,USA,8433416894,2023-13-01
C00832,61.0,user832@example.com,53199.0,Canada,300-940-7489,2023-08-20 00:00:00
C00240,74.0,user240@example.com,-50000.0,UK,(801) 964-8772,2023-03-26 00:00:00
C04697,32.0,user4697@example.com,0.0,USA,4430553734,2023-02-09 00:00:00
C01000,66.0,user1000@example.com,0.0,Australia,174-754-8567,2023-01-04 00:00:00
C00751,71.0,user2593@example.com,91084.0,USA,(990) 970-9102,2023-01-08 00:00:00
C02400,,user2400@example.com,62230.0,France,(589) 219-8240,2023-06-13 00:00:00
C04290,37.0,user4290@example.com,187359.0,Canada,3572043011,2023-07-22 00:00:00
C01180,64.0,,75066.0,Mexico,641-457-5620,2023-10-22 00:00:00
C00193,250.0,user193@example.com,182679.0,China,1872395778,2023-06-05 00:00:00
C03632,44.0,user3632@example.com,180862.0,Canada,8251009913,2023-08-25 00:00:00
C01779,41.0,user3768@example.com,174179.0,UK,466.832.3805,2023-08-24 00:00:00
C03061,61.0,user3868@example.com,95886.0,USA,298-413-2965,2023-12-23 00:00:00
C00945,29.0,user945@example.com,120101.0,Canada,9213620437,2023-08-10 00:00:00
C04195,250.0,user4195@example.com,0.0,USA,799 845 2013,2023-05-06 00:00:00
C04122,38.0,user@,119743.0,UK,653.147.7861,2023-09-19 00:00:00
C00804,30.0,user4245@example.com,196766.0,Australia,,2023-03-11 00:00:00
C04903,-5.0,,143655.0,Australia,537 749 4427,2023-11-23 00:00:00
C04439,31.0,user4439@example.com,82127.0,Canada,2671021843,2023-09-10 00:00:00
C01410,0.0,user3039@example.com,121229.0,Canada,8040800825,2023-08-23 00:00:00
C02575,61.0,user2575@example.com,37533.0,USA,(592) 942-3625,2023-02-24 00:00:00
C04155,36.0,user4155@example.com,56498.0,USA,-3939,2023-08-26 00:00:00
C03633,59.0,user3880@example.com,65187.0,Canada,343-917-7983,2023-04-05 00:00:00
C04228,55.0,user4228@example.com,73723.0,UK,180-281-5602,2023-09-15 00:00:00
C04951,33.0,user4951@example.com,176701.0,USA,582-983-8315,2023-09-14 00:00:00
C01376,72.0,user1376@example.com,101386.0,China,5868824748,2023-10-27 00:00:00
C03917,32.0,user3917@example.com,88032.0,UK,559 752 8226,2023-02-22 00:00:00
C02991,999.0,user2991@example.com,175343.0,USA,366.502.2952,2023-12-27 00:00:00
C02145,79.0,user2145@example.com,45989.0,UK,958.634.6193,2023-05-04 00:00:00
C04759,41.0,user4759@example.com,62214.0,UK,678.536.4055,2023-04-27 00:00:00
C02532,45.0,user2532@example.com,162534.0,UK,(330) 775-2346,2023-11-16 00:00:00
C04932,180.0,user4932@example.com,147399.0,USA,-10603,2023-02-25 00:00:00
C00192,30.0,user@,142217.0,Canada,961-570-5750,2023-03-22 00:00:00
,,user1490@example.com,40703.0,USA,(926) 797-3307,2023-07-09 00:00:00
C02891,52.0,user2891@example.com,187604.0,Australia,862-790-2445,2023-10-11 00:00:00
C02474,63.0,user2474@example.com,51398.0,Brazil,738-948-7388,2023-08-02 00:00:00
C02728,45.0,user@,171215.0,Australia,-3007,2023-06-03 00:00:00
C01216,20.0,user1216@example.com,121036.0,Australia,-4513,2023-02-27 00:00:00
C04037,73.0,user4037@example.com,96830.0,Canada,2226023307,2023-12-19 00:00:00
C02985,56.0,user2985@example.com,53760.0,Canada,621.948.3689,2023-03-21 00:00:00
C02883,500.0,user2883@example.com,54354.0,USA,-6815,2023-07-11 00:00:00
C03669,21.0,user3669@example.com,156683.0,Australia,443.445.7852,2023-02-08 00:00:00
C00074,59.0,user1104@example.com,197679.0,UK,(935) 603-1025,2023-07-26 00:00:00
C04404,62.0,user4404@example.com,35057.0,Canada,452 234 5212,2023-11-02 00:00:00
C04000,64.0,user4000@example.com,112867.0,UK,232-285-1685,2023-11-05 00:00:00
,45.0,user1666@example.com,130260.0,Australia,411-176-5320,2023-12-07 00:00:00
C00167,52.0,user167@example.com,81955.0,USA,578.776.2240,2023-12-12 00:00:00
C00120,46.0,user1617@example.com,174341.0,Canada,456-825-5822,2023-01-24 00:00:00
C01372,,user1372@example.com,143936.0,Canada,5209169576,2023-10-04 00:00:00
C01025,20.0,user1025@example.com,42226.0,USA,675.741.4105,2023-02-08 00:00:00
C01339,66.0,user1339@example.com,102391.0,UK,603.472.6476,2023-06-22 00:00:00
C04783,300.0,user4783@example.com,97194.0,France,-11456,2023-06-10 00:00:00
C03663,25.0,user3663@example.com,151544.0,UK,,2023-01-24 00:00:00
C01850,71.0,user1850@example.com,33969.0,USA,336 152 9856,2023-03-14 00:00:00
C04826,55.0,user4826@example.com,148920.0,Canada,(138) 409-4405,2023-08-14 00:00:00
C04153,67.0,user4153@example.com,90646.0,USA,,2023-02-20 00:00:00
C02981,24.0,user2981@example.com,197001.0,Mexico,-4587,2023-01-22 00:00:00
C00153,150.0,,101354.0,Canada,770.698.7408,2023-08-29 00:00:00
C02553,35.0,user2553@example.com,139164.0,UK,757 126 9901,2023-03-30 00:00:00
C04704,54.0,user4704@example.com,65863.0,Australia,768-675-6307,2023-02-16 00:00:00
C03133,75.0,user@domain..com,35499.0,UK,729 909 9348,2023-02-07 00:00:00
C03898,23.0,user3898@example.com,163058.0,UK,-6883,2023-11-15 00:00:00
C03717,-100.0,user3717@example.com,65371.0,UK,5800556513,
C03795,77.0,user3795@example.com,186164.0,Australia,2880899340,2023-10-30 00:00:00
C02884,77.0,user2884@example.com,123297.0,Australia,(536) 356-6648,2023-05-28 00:00:00
C04117,33.0,user4117@example.com,110818.0,Australia,647.241.3633,2023-12-29 00:00:00
C04838,34.0,user4838@example.com,54502.0,Australia,518.579.8224,2023-06-28 00:00:00
C02969,59.0,,151118.0,UK,510 658 2018,2023-04-07 00:00:00
C01863,53.0,user1863@example.com,-10000.0,USA,,2023-12-23 00:00:00
C00032,,user32@example.com,192969.0,UK,(194) 554-9290,2023-05-18 00:00:00
C00107,28.0,user938@example.com,148094.0,Australia,401-962-9220,2023-01-21 00:00:00
C01236,74.0,user@.com,129165.0,USA,7967780181,2023-08-31 00:00:00
C01967,39.0,user1967@example.com,75256.0,UK,(683) 947-3052,2023-06-26 00:00:00
C02345,52.0,user2345@example.com,72674.0,Canada,866-133-7657,2023-04-14 00:00:00
C00310,55.0,user310@example.com,0.0,Australia,3768898601,2023-10-12 00:00:00
,0.0,user2472@example.com,113860.0,Canada,640 899 8084,2023-09-01 00:00:00
C03323,36.0,user3323@example.com,117453.0,UK,373-707-5774,2023-07-25 00:00:00
C03135,39.0,user@,0.0,USA,(713) 633-5712,2023-07-18 00:00:00
C04374,64.0,user4374@example.com,31906.0,Germany,2714973730,2023-02-13 00:00:00
C00496,63.0,user496@example.com,55675.0,UK,-9354,2023-10-17 00:00:00
C00206,-100.0,user206@example.com,193865.0,USA,794 991 9791,2023-05-15 00:00:00
C02909,19.0,user2909@example.com,41962.0,India,(377) 445-4240,2023-10-10 00:00:00
C03379,200.0,user3379@example.com,157043.0,Canada,975-340-7373,2023-04-24 00:00:00
C04677,47.0,invalid-email,159237.0,USA,-5462,2023-03-08 00:00:00
C00306,28.0,user306@example.com,197849.0,USA,(995) 309-9530,2023-06-31
C03818,69.0,user3818@example.com,,Australia,-6749,2023-07-13 00:00:00
C02352,46.0,user2352@example.com,83051.0,USA,509.833.9381,2023-01-20 00:00:00
C01062,29.0,,95901.0,USA,-5960,2023-02-14 00:00:00
C00844,75.0,user844@example.com,71458.0,Australia,224.796.9491,2023-04-14 00:00:00
C02733,76.0,user2733@example.com,71984.0,Australia,490-310-2905,2023-05-28 00:00:00
C02269,44.0,user2269@example.com,80013.0,Australia,535.445.5852,2023-08-02 00:00:00
C00212,24.0,user212@example.com,156311.0,Australia,940.912.2594,2023-03-10 00:00:00
C03740,,user3740@example.com,190020.0,USA,952-268-8838,2023-07-19 00:00:00
C00680,33.0,user680@example.com,80516.0,USA,1681205304,2023-06-27 00:00:00
C00566,25.0,user566@example.com,177595.0,Australia,3908503113,2023-10-16 00:00:00
C01790,19.0,user1790@example.com,103914.0,Canada,743.418.1105,2023-07-16 00:00:00
C03604,38.0,,186688.0,Canada,9368508491,2023-06-14 00:00:00
C00681,72.0,user681@example.com,99212.0,UK,-3100,2023-12-12 00:00:00
C00181,43.0,user181@example.com,41308.0,China,3750219066,2023-07-25 00:00:00
C02679,45.0,user2679@example.com,125558.0,UK,196-513-7347,2023-12-24 00:00:00
C04428,25.0,user@,140100.0,Australia,(310) 678-3994,2023-02-27 00:00:00
C02201,68.0,user2334@example.com,147358.0,UK,(682) 740-8731,2023-03-12 00:00:00
C04288,26.0,user4288@example.com,49360.0,Canada,7782954756,2023-05-31 00:00:00
C00279,54.0,user279@example.com,33642.0,Canada,574 890 3271,2023-10-19 00:00:00
C01130,64.0,user1130@example.com,196667.0,USA,4973004177,2023-09-28 00:00:00
C04314,68.0,user4756@example.com,151211.0,USA,516-350-6783,2023-11-26 00:00:00
C00433,72.0,user433@example.com,184136.0,,(709) 964-7623,2023-06-12 00:00:00
C00290,-5.0,user290@example.com,106253.0,Canada,(763) 672-2097,2023-02-23 00:00:00
C01028,54.0,user1028@example.com,-20000.0,Mexico,465-431-3844,2023-12-04 00:00:00
C00536,31.0,,34986.0,Australia,380-987-2312,2023-04-17 00:00:00
C04473,58.0,,117640.0,Australia,,2023-12-17 00:00:00
C00189,43.0,,63870.0,Mexico,6595603986,2023-06-06 00:00:00
C02192,-25.0,user2192@example.com,0.0,UK,331 955 4084,2023-12-18 00:00:00
C03940,999.0,user3940@example.com,122906.0,UK,-10260,2023-03-20 00:00:00
C01938,25.0,user1938@example.com,,USA,211.179.9305,2023-03-17 00:00:00
C00271,75.0,user271@example.com,68870.0,Australia,5439366473,2023-04-07 00:00:00
C02227,76.0,user2227@example.com,104286.0,USA,569.505.3708,2023-04-20 00:00:00
C04099,54.0,user4099@example.com,104329.0,USA,(338) 950-3854,2023-01-18 00:00:00
C02175,26.0,user2175@example.com,65932.0,Canada,297-944-9216,2023-05-09 00:00:00
C04162,61.0,user4162@example.com,109569.0,Canada,(831) 517-2768,2023-12-04 00:00:00
C00112,74.0,user name@domain.com,77377.0,Canada,719 107 9161,2023-01-21 00:00:00
C04707,54.0,,161627.0,USA,776 158 9334,2023-06-11 00:00:00
C00221,0.0,user221@example.com,48990.0,Australia,272 813 7060,2023-10-15 00:00:00
C00628,20.0,user628@example.com,177265.0,USA,(635) 537-5841,2023-09-27 00:00:00
C01484,55.0,user1484@example.com,61954.0,UK,517.859.9250,2023-07-05 00:00:00
C03378,45.0,user3378@example.com,136750.0,UK,-6674,2023-07-31 00:00:00
C02440,70.0,user2440@example.com,156796.0,Canada,(433) 840-8859,2023-04-19 00:00:00
C00791,31.0,user791@example.com,42356.0,Australia,375-162-6215,2023-07-04 00:00:00
C02006,72.0,user2006@example.com,160976.0,Australia,600-952-1422,2023-02-23 00:00:00
C00462,45.0,user462@example.com,62920.0,Canada,428.162.1461,2023-11-30 00:00:00
C04417,55.0,user4417@example.com,77218.0,Australia,-8716,2023-03-22 00:00:00
C00552,39.0,user@.com,172326.0,UK,-1825,2023-03-01 00:00:00
,45.0,user1159@example.com,184542.0,Australia,858.706.4082,2023-01-27 00:00:00
C01176,44.0,user1176@example.com,186452.0,Spain,398 821 7171,2023-02-05 00:00:00
C00199,49.0,user199@example.com,91215.0,Australia,297-125-4907,2023-10-03 00:00:00
C02608,250.0,user2608@example.com,189094.0,UK,694.788.7911,2023-04-19 00:00:00
C03471,34.0,user3471@example.com,90654.0,Canada,262 162 1976,2023-10-02 00:00:00
C00403,42.0,user403@example.com,188128.0,Canada,-3687,2023-03-10 00:00:00
C03076,52.0,user3076@example.com,151169.0,Australia,870 651 2605,2023-11-03 00:00:00
C01148,78.0,user2154@example.com,135686.0,USA,-5798,2023-08-16 00:00:00
C04779,54.0,user4779@example.com,116339.0,USA,117.638.3807,2023-07-15 00:00:00
C04802,56.0,user4802@example.com,191771.0,Australia,(438) 696-6527,2023-03-22 00:00:00
C03293,70.0,,198337.0,USA,4850825248,2023-04-09 00:00:00
C04477,68.0,user4477@example.com,182431.0,UK,7181455756,2023-11-13 00:00:00
C00651,65.0,user651@example.com,133061.0,USA,3313194377,2023-06-05 00:00:00
C00709,29.0,user709@example.com,149729.0,Canada,(544) 162-7443,2023-11-18 00:00:00
C01504,,user1504@example.com,97766.0,UK,4969240305,2023-03-23 00:00:00
C04429,36.0,user4429@example.com,187060.0,UK,4541853179,2023-02-02 00:00:00
C04977,79.0,user4977@example.com,160000.0,Canada,281 507 8452,2023-07-06 00:00:00
C04511,25.0,user4511@example.com,119876.0,Canada,962.265.4697,2023-03-19 00:00:00
C03596,47.0,user3596@example.com,92785.0,Canada,,2023-07-20 00:00:00
C00315,23.0,user315@example.com,181094.0,Australia,-7104,2023-13-01
C01222,77.0,user1222@example.com,186410.0,Australia,-2905,2023-10-06 00:00:00
C04905,24.0,user4905@example.com,127459.0,UK,338 374 4030,2023-12-13 00:00:00
C00114,57.0,user@@domain.com,92491.0,USA,659 690 7012,2023-08-06 00:00:00
C00961,58.0,user961@example.com,150927.0,UK,7603958937,2023-06-09 00:00:00
C01524,77.0,,167815.0,UK,-4280,2023-01-18 00:00:00
C02275,51.0,,,Australia,(186) 647-2549,2023-09-27 00:00:00
C04426,43.0,user4426@example.com,0.0,USA,468 559 6497,2023-06-30 00:00:00
C04646,130.0,user4646@example.com,158692.0,Canada,8302586695,2023-05-21 00:00:00
C01297,72.0,user1297@example.com,147797.0,Australia,-8611,2023-02-25 00:00:00
C04559,74.0,user4559@example.com,58251.0,UK,405 487 1669,2023-05-26 00:00:00
C04040,25.0,user4040@example.com,54398.0,UK,-10036,2023-02-28 00:00:00
C02573,49.0,user2573@example.com,30066.0,Canada,(851) 727-2094,2023-05-05 00:00:00
